Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Target
-1.8100567166561545,-0.6730583872717729,0.08658978747289992,-0.15567723539207948,0.18148413601557067,1.0252206283399372,1
-1.9022306675610952,-0.843627771410475,0.6327818661062848,2.270692857804396,0.671188680908521,1.1909406302512675,1
0.8546933453253682,0.7069577259764394,-0.5245202662797737,0.48937456122791806,-1.457497124674087,-0.8081975183050888,2
-2.5409246419813645,-1.0495187327074413,-1.3044695005048532,0.6696725488300385,0.6238195280864198,1.5263777709826103,0
1.257316238277959,0.035006695018229436,-0.8583577801812136,0.7003098794089914,1.3986358760296886,-0.3519268238747437,3
-0.7761859810841161,-0.6820971609811356,0.7569886166453519,-0.9221653241776254,1.464896347635184,0.767338556467741,1
0.36530211926062295,0.6615491628047973,0.04852162794482699,-0.8309501164110378,-1.8898554300589572,-0.6447453097977335,0
0.6382512209789832,-0.608373769216322,0.0184183791895517,1.6764373122752827,2.9172517291252813,0.3428315060509545,1
-1.1943849144294554,-0.4075436630055207,0.57707212718054,-0.2030453860429927,-0.009199807911645541,0.646036364814821,1
0.9892698101043724,0.10243168112157734,0.17770100093325383,-1.3353443587101013,0.8364688130702762,-0.33926978236829675,3
0.7700061105412203,0.19476641542496317,-0.6115178029919482,-1.4066610968482223,0.2455445280754993,-0.3598819096920659,3
1.2400777213568948,0.9987018168371049,-0.26888869055483056,-1.1065259087416703,-2.0194176804053323,-1.1501085375218258,2
0.8899464652551375,0.29533666585060475,-0.5397596803093615,-0.7783047254023127,0.036211101709964555,-0.4744316446674084,3
-0.961945853622897,0.045807601267269925,0.33231401197959165,-0.7484865365565536,-1.3259599976373464,0.2087952133164612,0
-0.5896796220548384,0.05872518842374711,-0.5923939242388692,-0.863990769679816,-0.9208509010283872,0.10247062246005605,0
0.7396996632396641,-0.016167534363608252,0.7077519354554754,-0.5624667758942676,0.9524343934207271,-0.1764268526807497,3
2.1353928701951395,0.35095985015094683,1.4469778843537329,0.19655477651157463,1.3478014352861138,-0.8404816127341724,3
0.4406953723303835,-0.23793583575880295,0.3376026620752022,-0.4118769661224674,1.3722458032443643,0.08503024469961779,1
0.7699268957935614,0.17080200167755982,-0.0349884904969617,1.77080063563551,0.3299271775546734,-0.3399029708923906,3
-1.2829297971799767,-0.6637447537716692,1.6871416350725648,0.8816397569494505,0.7867638967532058,0.8821425305560477,0
-1.4600691790978222,0.45334033787607503,-1.1105758454658288,1.7522704434236227,-3.365582304231961,-0.002740079008609862,2
1.27705890753709,0.9927206629748165,-1.280429352496283,1.7547941819843647,-1.9535656577291878,-1.154620792245197,2
1.4803623892192705,0.3451440170773756,0.11422764866203965,0.1503017614618776,0.5753580844692532,-0.6674818932503079,3
-0.4287915812134475,-0.33126176419839454,0.41343490322370086,1.876795812558066,0.6486804658219678,0.385966325097545,1
-1.4014057360784333,-0.37019363837160507,-0.2489641484790735,0.9715709509543554,-0.39147327175949453,0.6680749602287073,0
0.45189374349549016,-0.17789223915941038,0.07156623721939247,-0.4776574467651167,1.1741382964118334,0.03214854512777435,1
-0.03586850026093924,-0.08406594700028318,0.37114587337130883,-0.6039851867158206,0.25292593709623457,0.07922174303389884,1
-0.5826816941171233,0.03967708037292309,-0.275051697151644,-2.301921164735585,-0.8452318332276948,0.11653824112384568,0
1.18669674633479,0.2700600843922888,1.246085192497629,-2.0733902324081495,0.4845453915822717,-0.5295604105479633,2
